time_open,open,high,low,close,volume_traded,trades_count
2022-03-29T10:00:04.5680000Z,47606.0,47620.0,47429.0,47548.5,1496691.0,444
2022-03-29T09:00:34.3300000Z,47561.0,47780.5,47561.0,47595.0,1361061.0,431
2022-03-29T08:00:45.4250000Z,47365.5,47652.5,47365.5,47564.0,1610406.0,303
2022-03-29T07:00:18.6290000Z,47552.5,47600.0,47378.0,47383.5,3363260.0,439
2022-03-29T06:00:10.0460000Z,47644.5,47771.5,47534.5,47590.0,2293576.0,434
2022-03-29T05:00:40.7230000Z,47617.5,47685.5,47519.5,47646.5,996282.0,256
2022-03-29T04:00:42.6770000Z,47355.5,47671.5,47335.0,47604.5,1795458.0,434
2022-03-29T03:00:04.2080000Z,47413.0,47436.5,47316.5,47335.0,752492.0,153
2022-03-29T02:00:42.7930000Z,47567.5,47618.5,47420.0,47431.0,2226322.0,369
2022-03-29T01:00:24.7620000Z,47436.5,47623.5,47348.0,47545.0,1866861.0,322
2022-03-29T00:00:04.8810000Z,47166.5,47641.0,47070.0,47423.5,7816096.0,1281
2022-03-28T23:00:13.2990000Z,47546.0,47600.0,46910.0,47135.0,7781357.0,1826
2022-03-28T22:01:13.5050000Z,47609.5,47762.0,47459.0,47561.0,5070050.0,889
2022-03-28T21:00:39.6710000Z,47975.0,48147.0,47452.5,47640.5,4857005.0,1004
2022-03-28T20:00:53.4570000Z,47906.5,48050.0,47816.5,47932.0,2987831.0,544
2022-03-28T19:00:06.5210000Z,47978.0,48210.0,47682.0,47999.5,6519925.0,979
2022-03-28T18:00:00.4340000Z,47588.5,48119.5,47565.0,47974.0,5852323.0,858
2022-03-28T17:00:22.1420000Z,47469.0,47694.5,47340.0,47580.0,2456893.0,560
2022-03-28T16:00:02.5050000Z,47438.5,47577.0,47295.0,47470.0,3785146.0,758
2022-03-28T15:00:01.3040000Z,47612.0,48025.0,47420.0,47439.0,8161724.0,1656
2022-03-28T14:00:01.8590000Z,47740.0,47750.5,47340.5,47610.0,5791674.0,1306
2022-03-28T13:00:05.2430000Z,47229.0,47773.0,47195.0,47753.0,6568788.0,1494
2022-03-28T12:00:03.4250000Z,47270.0,47393.5,47133.5,47229.0,1750787.0,440
2022-03-28T11:00:10.6980000Z,47220.5,47400.0,47131.5,47255.0,2914375.0,967
2022-03-28T10:01:12.7530000Z,47153.5,47295.5,47084.0,47203.0,2483323.0,537
2022-03-28T09:03:08.0160000Z,47064.5,47202.5,46966.5,47152.5,3169444.0,738
2022-03-28T08:00:05.4670000Z,46993.5,47076.0,46851.5,47017.0,1399273.0,295
2022-03-28T07:00:01.3030000Z,46914.5,47108.0,46882.0,47026.5,3622373.0,572
2022-03-28T06:00:07.3430000Z,47115.0,47132.5,46746.0,46923.5,4138371.0,830
2022-03-28T05:00:11.4890000Z,47112.5,47404.5,47074.0,47090.0,4841977.0,800
2022-03-28T04:00:47.5000000Z,47049.5,47230.0,46856.0,47142.0,1864418.0,343
2022-03-28T03:00:08.4630000Z,46943.5,47051.5,46821.0,47051.5,2149604.0,410
2022-03-28T02:00:10.2270000Z,46850.0,46959.5,46771.0,46945.5,2583691.0,401
2022-03-28T01:00:06.4440000Z,46959.0,47063.0,46684.5,46844.0,4512163.0,864
2022-03-28T00:00:13.5850000Z,46818.5,47637.0,46686.5,46936.5,13770992.0,2110
2022-03-27T23:00:01.3500000Z,46594.5,46904.0,46560.0,46842.0,4091165.0,608
2022-03-27T22:00:01.2360000Z,46580.0,46975.0,46352.5,46610.0,11831286.0,2323
2022-03-27T21:00:00.4570000Z,46120.5,46800.0,45869.0,46558.5,8951665.0,2272
2022-03-27T20:04:01.7750000Z,44826.5,46737.0,44680.5,46138.0,26723203.0,2935
2022-03-27T19:00:06.6050000Z,44883.0,44901.5,44806.0,44850.5,609078.0,262
2022-03-27T18:00:48.5120000Z,44955.5,45023.5,44857.5,44866.5,2540562.0,293
2022-03-27T17:00:03.0140000Z,44993.0,44994.0,44795.0,44945.0,1381683.0,218
2022-03-27T16:00:20.9520000Z,44885.0,45076.5,44754.0,44966.5,4264928.0,950
2022-03-27T15:01:18.8230000Z,44651.0,44963.5,44535.5,44870.0,3359905.0,764
2022-03-27T14:03:25.9540000Z,44617.0,44750.0,44600.0,44654.5,1727376.0,294
2022-03-27T13:00:03.0290000Z,44444.0,44680.5,44442.5,44628.5,931993.0,208
2022-03-27T12:00:49.8100000Z,44555.0,44595.0,44414.0,44476.0,721602.0,374
2022-03-27T11:01:19.1920000Z,44530.5,44658.0,44530.5,44598.5,348492.0,62
2022-03-27T10:00:03.3440000Z,44542.0,44625.0,44503.5,44574.5,395165.0,123
2022-03-27T09:00:19.6020000Z,44627.5,44727.0,44543.0,44543.0,1081980.0,203
2022-03-27T08:00:52.7230000Z,44760.0,44773.0,44597.0,44617.5,884746.0,172
2022-03-27T07:01:03.5860000Z,44669.5,44773.0,44669.5,44757.5,914270.0,154
2022-03-27T06:04:49.7250000Z,44647.5,44743.0,44641.0,44691.0,2066138.0,192
2022-03-27T05:00:03.9030000Z,44585.5,44751.0,44585.5,44659.5,791339.0,136
2022-03-27T04:00:03.7010000Z,44737.5,44775.0,44550.0,44604.5,1537143.0,248
2022-03-27T03:00:01.1520000Z,44728.0,44759.0,44629.5,44759.0,789729.0,178
2022-03-27T02:00:10.6440000Z,44756.0,44987.0,44677.0,44730.0,3072971.0,696
2022-03-27T01:00:18.2490000Z,44749.0,44782.5,44605.0,44746.0,1662933.0,367
2022-03-27T00:00:43.6470000Z,44553.5,44825.0,44495.0,44724.5,3292795.0,415
2022-03-26T23:00:13.4340000Z,44375.0,44612.0,44375.0,44545.0,2099009.0,364
2022-03-26T22:00:03.8110000Z,44455.0,44527.0,44374.5,44374.5,1525514.0,334
2022-03-26T21:00:25.1730000Z,44591.0,44592.5,44280.0,44455.5,4221163.0,652
2022-03-26T20:00:42.6630000Z,44385.0,44822.5,44385.0,44581.5,4596002.0,890
2022-03-26T19:00:01.4980000Z,44432.5,44460.5,44309.0,44372.5,1406008.0,450
2022-03-26T18:00:08.3160000Z,44381.5,44488.5,44362.5,44433.5,2694197.0,314
2022-03-26T17:00:22.1840000Z,44321.0,44463.5,44308.5,44369.5,1184830.0,329
2022-03-26T16:00:14.4130000Z,44215.0,44342.0,44160.0,44320.0,1568528.0,317
2022-03-26T15:00:08.2050000Z,44276.0,44357.0,44196.0,44221.5,1651830.0,348
2022-03-26T14:00:22.8870000Z,44285.0,44309.0,44160.0,44268.5,622721.0,238
2022-03-26T13:01:07.8930000Z,44402.0,44424.0,44182.5,44280.5,1459972.0,247
2022-03-26T12:00:16.2780000Z,44342.5,44418.5,44250.5,44399.0,1200790.0,271
2022-03-26T11:01:58.6590000Z,44476.0,44507.0,44340.5,44357.0,409953.0,121
2022-03-26T10:01:25.1560000Z,44505.5,44508.0,44378.0,44471.5,468381.0,112
2022-03-26T09:00:36.3780000Z,44516.5,44541.0,44437.0,44510.0,1209926.0,204
2022-03-26T08:00:32.8830000Z,44521.0,44591.0,44458.5,44524.5,1364310.0,290
2022-03-26T07:00:24.5980000Z,44470.5,44568.0,44382.5,44541.5,1066615.0,270
2022-03-26T06:00:22.2050000Z,44525.0,44562.0,44377.0,44466.0,2083376.0,330
2022-03-26T05:00:10.8550000Z,44429.5,44521.5,44354.5,44506.0,524003.0,144
2022-03-26T04:00:59.3210000Z,44419.0,44473.0,44381.0,44421.0,574680.0,154
2022-03-26T03:00:09.0550000Z,44312.5,44445.5,44272.5,44421.0,2091694.0,360
2022-03-26T02:00:07.0160000Z,44299.5,44395.5,44204.5,44295.0,1009456.0,223
2022-03-26T01:00:07.2860000Z,44146.0,44354.0,44065.5,44293.0,1011178.0,264
2022-03-26T00:00:12.9970000Z,44322.5,44460.0,44140.0,44140.0,1524097.0,351
2022-03-25T23:00:01.7870000Z,44300.5,44395.0,44254.0,44310.5,828660.0,236
2022-03-25T22:00:17.0250000Z,44542.5,44543.0,44242.0,44296.0,1018626.0,272
2022-03-25T21:00:07.2980000Z,44554.5,44560.5,44426.5,44546.5,554923.0,164
2022-03-25T20:00:05.3510000Z,44469.5,44638.0,44364.0,44570.0,3344129.0,539
2022-03-25T19:00:06.0540000Z,44473.5,44482.0,44170.0,44462.0,1395779.0,410
2022-03-25T18:00:04.4300000Z,44350.0,44531.5,44298.5,44483.0,9143532.0,1284
2022-03-25T17:00:02.0970000Z,44165.5,44364.5,44040.0,44330.5,2798221.0,769
2022-03-25T16:01:10.3380000Z,44317.5,44600.0,44165.0,44189.0,13896018.0,2130
2022-03-25T15:00:00.3380000Z,44895.0,44900.0,44175.5,44316.5,8485510.0,1635
2022-03-25T14:00:36.7190000Z,45023.0,45131.5,44699.0,44880.0,10611509.0,1185
2022-03-25T13:00:20.3150000Z,44864.5,45089.0,44755.5,44981.5,6725622.0,1044
2022-03-25T12:00:29.2700000Z,44625.0,44937.0,44456.0,44867.5,5563029.0,1043
2022-03-25T11:09:10.6750000Z,44278.5,44685.0,44234.0,44605.5,6378405.0,876
2022-03-25T10:00:33.0400000Z,44143.5,44347.5,44079.0,44242.0,1168776.0,339
